fecha,autor,titulo,enlace,fuente_original,enlace_original
2020-10-07,Jagual Media,Educación se encargará de administrar millonarios fondos para reconstrucción,https://jayfonseca.com/educacion-se-encargara-de-administrar-millonarios-fondos-para-reconstruccion/, El Nuevo Día,https://www.elnuevodia.com/noticias/gobierno/notas/el-departamento-de-educacion-tendra-control-directo-de-sobre-2200-millones-en-fondos-federales/https://www.elnuevodia.com/noticias/gobierno/notas/el-departamento-de-educacion-tendra-control-directo-de-sobre-2200-millones-en-fondos-federales/
2020-10-07,Jagual Media,Más de 700 muertes por COVID-19,https://jayfonseca.com/mas-de-700-muertes-por-covid-19/, El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/puerto-rico-alcanza-las-705-muertes-por-covid-19-con-nueve-victimas-adicionales/https://www.elnuevodia.com/noticias/locales/notas/puerto-rico-alcanza-las-705-muertes-por-covid-19-con-nueve-victimas-adicionales/
2020-10-07,Jagual Media,Preocupado el Presidente de la CEE por todas las solicitud de voto adelantado,https://jayfonseca.com/preocupado-el-presidente-de-la-cee-por-todas-las-solicitud-de-voto-adelantado/,El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/el-presidente-de-la-cee-muestra-preocupacion-ante-posibles-traspies-por-el-alto-volumen-de-solicitudes-de-voto-adelantado/
2020-10-06,Jagual Media,Gobernadora pide que boricuas pasen la pagina con el asunto del papel toalla de Trump,https://jayfonseca.com/gobernadora-pide-que-boricuas-pasen-la-pagina-con-el-asunto-del-papel-toalla-de-trump/,Metro PR,https://www.metro.pr/pr/noticias/2020/10/05/gobernadora-invita-a-pasar-la-pagina-de-trump-y-el-papel-toalla-a-los-boricuas.html
2020-10-06,Jagual Media,Tres candidatos a la gobernación piden escoltas,https://jayfonseca.com/tres-candidatos-a-la-gobernacion-piden-escoltas/,Metro PR,https://www.metro.pr/pr/noticias/2020/10/06/tres-de-los-seis-candidatos-a-la-gobernacion-solicitan-escoltas-a-la-policia.html
2020-10-06,Jagual Media,Casa Blanca bloquea directrices para aprobar vacuna contra el COVID-19,https://jayfonseca.com/casa-blanca-bloquea-directrices-para-aprobar-vacuna-contra-el-covid-19/, El Nuevo Día,https://www.elnuevodia.com/noticias/estados-unidos/notas/casa-blanca-bloquea-directrices-para-aprobar-vacuna-de-covid-19/https://www.elnuevodia.com/noticias/estados-unidos/notas/casa-blanca-bloquea-directrices-para-aprobar-vacuna-de-covid-19/
2020-10-06,Jagual Media,Municipios tendrán que pagar $66 millones,https://jayfonseca.com/municipios-tendran-que-pagar-66-millones/, El Vocero,https://www.elvocero.com/noticia_rotary/article_4bf29b14-0778-11eb-9d0e-03b9d274a95e.htmlhttps://www.elvocero.com/noticia_rotary/article_4bf29b14-0778-11eb-9d0e-03b9d274a95e.html
2020-10-06,Jagual Media,Más del 70% de los viajeros que llegan a la Isla no traen resultados de pruebas de COVID-19,https://jayfonseca.com/mas-del-70-de-los-viajeros-que-llegan-a-la-isla-no-traen-resultados-de-pruebas-de-covid-19/, Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/se-registran-2004-casos-probables-y-302-confirmados-de-covid-19-a-traves-del-aeropuerto/https://www.primerahora.com/noticias/gobierno-politica/notas/se-registran-2004-casos-probables-y-302-confirmados-de-covid-19-a-traves-del-aeropuerto/
2020-10-06,Jagual Media,Aumenta la distribución de almuerzos en las escuelas,https://jayfonseca.com/aumenta-la-distribucion-de-almuerzos-en-las-escuelas/, El Vocero,https://www.elvocero.com/educacion/aumenta-en-39-la-distribuci-n-de-almuerzos-escolares/article_5f79cfb2-0774-11eb-b986-33e6e12ded85.htmlhttps://www.elvocero.com/educacion/aumenta-en-39-la-distribuci-n-de-almuerzos-escolares/article_5f79cfb2-0774-11eb-b986-33e6e12ded85.html
2020-10-06,Jagual Media,Rivera Schatz se queda callado ante preguntas sobre si le interesa un puesto en el Supremo,https://jayfonseca.com/rivera-schatz-se-queda-callado-ante-preguntas-sobre-si-le-interesa-un-puesto-en-el-supremo/, El Vocero,https://www.elvocero.com/gobierno/thomas-rivera-schatz-no-dice-si-le-interesa-puesto-en-el-supremo/article_06b7cd8e-0729-11eb-a26e-e707ca070456.htmlhttps://www.elvocero.com/gobierno/thomas-rivera-schatz-no-dice-si-le-interesa-puesto-en-el-supremo/article_06b7cd8e-0729-11eb-a26e-e707ca070456.html
2020-10-06,Jagual Media,Septiembre fue el mes con más casos y muertes por COVID-19,https://jayfonseca.com/septiembre-fue-el-mes-con-mas-casos-y-muertes-por-covid-19/, Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/septiembre-supera-cifras-de-muertes-y-contagios-de-covid-en-la-isla/https://www.primerahora.com/noticias/gobierno-politica/notas/septiembre-supera-cifras-de-muertes-y-contagios-de-covid-en-la-isla/
2020-10-06,Yennifer Álvarez,David Skeel es el nuevo presidente de la Junta de Control Fiscal,https://jayfonseca.com/david-skeel-es-el-nuevo-presidente-de-la-junta-de-control-fiscal/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-06,Jagual Media,Reportan una muerte por COVID-19,https://jayfonseca.com/reportan-una-muerte-por-covid-19/, El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/una-mujer-de-59-anos-es-la-victima-mortal-numero-696-del-covid-19-en-puerto-rico/https://www.elnuevodia.com/noticias/locales/notas/una-mujer-de-59-anos-es-la-victima-mortal-numero-696-del-covid-19-en-puerto-rico/
2020-10-06,Jagual Media,Prevén fraude electoral con el voto adelantado,https://jayfonseca.com/preven-fraude-electoral-con-el-voto-adelantado/, El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/levantan-bandera-sobre-posible-fraude-electoral-si-la-cee-no-afina-pormenores-del-voto-adelantado/https://www.elnuevodia.com/noticias/politica/notas/levantan-bandera-sobre-posible-fraude-electoral-si-la-cee-no-afina-pormenores-del-voto-adelantado/
2020-10-06,Jagual Media,"Osvaldo Soto pega una, lo confirman como Comisionado del Negociado de Telecomunicaciones",https://jayfonseca.com/osvaldo-soto-pega-una-lo-confirman-como-comisionado-del-negociado-de-telecomunicaciones/, El Nuevo Día,https://www.elnuevodia.com/noticias/legislatura/notas/el-senado-confirma-a-osvaldo-soto-como-comisionado-del-negociado-de-telecomunicaciones/https://www.elnuevodia.com/noticias/legislatura/notas/el-senado-confirma-a-osvaldo-soto-como-comisionado-del-negociado-de-telecomunicaciones/
2020-10-06,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-51/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-06,Jagual Media,"Termina la sesión extraordinaria con medidas en el tintero, retiran nombramientos",https://jayfonseca.com/termina-la-sesion-extraordinaria-con-medidas-en-el-tintero-retiran-nombramientos/,El Nuevo DíaEl VoceroEl Nuevo Día,https://www.elnuevodia.com/noticias/legislatura/notas/quedan-sobre-el-tintero-mas-de-la-mitad-de-las-medidas-incluidas-en-la-sesion-extraordinaria/https://www.elvocero.com/gobierno/la-fortaleza-retira-12-nombramientos-entre-ellos-el-del-alcalde-de-ceiba/article_1d75a822-0736-11eb-9190-233cb5c35863.htmlhttps://www.elnuevodia.com/noticias/legislatura/notas/el-senado-rechaza-nombramiento-de-jueza-por-supuestamente-jurar-antes-de-ser-confirmada/
2020-10-06,Yennifer Álvarez,"Todavía quedan cuatro vacantes en el Apelativo, esposo de Wanda Vázquez pudiera ocupar una silla",https://jayfonseca.com/quedan-cuatro-vacantes-en-el-apelativo-esposo-de-wanda-vazquez-pudiera-ocupar-una-silla/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-06,Yennifer Álvarez,Aseguran la Estadidad para Puerto Rico tiene mejor posibilidad si gana Biden,https://jayfonseca.com/aseguran-la-estadidad-para-puerto-rico-tiene-mejor-posibilidad-si-gana-biden/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-06,Yennifer Álvarez,Corredores de seguros de Isabela son donantes y exsocios de la hija de Charlie Delgado,https://jayfonseca.com/corredores-de-seguros-de-isabela-son-donantes-y-exsocios-de-la-hija-de-charlie-delgado/,Jay y sus Rayos X,https://www.telemundopr.com/programas/jay-y-sus-rayos-x/que-relacion-tuvo-charlie-delgado-con-la-empresa-que-contrato-a-su-hija/2136105/
2020-10-05,Jagual Media,Reportan nueve decesos por COVID-19,https://jayfonseca.com/reportan-nueve-decesos-por-covid-19/, El Vocero,https://www.elvocero.com/noticia_rotary/article_7b60e00a-06f0-11eb-a0d4-cb577a79cb4e.htmlhttps://www.elvocero.com/noticia_rotary/article_7b60e00a-06f0-11eb-a0d4-cb577a79cb4e.html
2020-10-05,Jagual Media,"Trump vuelve a decirle fuchi a la estadidad para PR, dice boricuas quieren status actual",https://jayfonseca.com/trump-vuelve-a-decirle-fuchi-a-la-estadidad-para-pr-dice-boricuas-quieren-status-actual/, El Nuevo Día,https://www.pressreader.com/puerto-rico/el-nuevo-dia1/20201003/281556588280169https://www.pressreader.com/puerto-rico/el-nuevo-dia1/20201003/281556588280169
2020-10-05,Jagual Media,"El voto adelantado sigue siendo dolor de cabeza, 215 mil electores",https://jayfonseca.com/el-voto-adelantado-sigue-siendo-dolor-de-cabeza-215-mil-electores/, El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/la-cee-tiene-una-agenda-retante-para-las-elecciones-del-3-de-noviembre/https://www.elnuevodia.com/noticias/politica/notas/la-cee-tiene-una-agenda-retante-para-las-elecciones-del-3-de-noviembre/
2020-10-05,Jagual Media,Vuelven a pedir el cierre del Zoológico de Mayagüez,https://jayfonseca.com/vuelven-a-pedir-el-cierre-del-zoologico-de-mayaguez/, El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/protestan-para-exigir-el-cierre-del-zoologico-de-mayaguez/https://www.elnuevodia.com/noticias/locales/notas/protestan-para-exigir-el-cierre-del-zoologico-de-mayaguez/
2020-10-05,Jagual Media,PIP recauda más dinero que los otros partidos,https://jayfonseca.com/pip-recauda-mas-dinero-que-los-otros-partidos/,Noticel,https://www.noticel.com/ahora/top-stories/20201004/el-pip-ha-recaudado-mas-dinero-que-los-demas-partidos/
2020-10-05,Jagual Media,Senador propone que haya un Secretario de Educación por 10 años,https://jayfonseca.com/senador-propone-que-haya-un-secretario-de-educacion-por-10-anos/, El Vocero,https://www.elvocero.com/gobierno/senador-propone-tener-por-10-a-os-a-un-secretario-de-educaci-n/article_ca85c1da-067f-11eb-805c-f3d58fd0a9ce.htmlhttps://www.elvocero.com/gobierno/senador-propone-tener-por-10-a-os-a-un-secretario-de-educaci-n/article_ca85c1da-067f-11eb-805c-f3d58fd0a9ce.html
2020-10-05,Jagual Media,Suenan posibles ascensos dentro de la Policía,https://jayfonseca.com/suenan-posibles-ascensos-dentro-de-la-policia/, El Vocero,https://www.elvocero.com/gobierno/suenan-ascensos-en-la-polic-a/article_156459c2-06c7-11eb-9fb1-574a65c067d8.htmlhttps://www.elvocero.com/gobierno/suenan-ascensos-en-la-polic-a/article_156459c2-06c7-11eb-9fb1-574a65c067d8.html
2020-10-05,Jagual Media,Más de la mitad de casos positivos son asintomáticos,https://jayfonseca.com/mas-de-la-mitad-de-casos-positivos-son-asintomaticos/, El Vocero,https://www.elvocero.com/gobierno/m-s-de-la-mitad-de-los-positivos-son-asintom-ticos/article_9d63d132-050e-11eb-9954-ebd91f0dbb1d.htmlhttps://www.elvocero.com/gobierno/m-s-de-la-mitad-de-los-positivos-son-asintom-ticos/article_9d63d132-050e-11eb-9954-ebd91f0dbb1d.html
2020-10-05,Jagual Media,Suena fuertemente una tercera enmienda a orden ejecutiva de la Gobernadora con más nombramientos,https://jayfonseca.com/suena-fuertemente-una-tercera-enmienda-a-orden-ejecutiva-de-la-gobernadora-con-mas-nombramientos/, El Nuevo Día,https://www.elnuevodia.com/noticias/legislatura/notas/en-la-cuerda-floja-unos-12-nombramientos-sometidos-por-la-gobernadora/https://www.elnuevodia.com/noticias/legislatura/notas/en-la-cuerda-floja-unos-12-nombramientos-sometidos-por-la-gobernadora/
2020-10-05,Yennifer Álvarez,Supremo determina consulta Estadidad: “Sí” o “No” tiene fin público,https://jayfonseca.com/supremo-determina-consulta-estadidad-si-o-no-tiene-fin-publico/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-05,Yennifer Álvarez,"Senado confirma a Osvaldo Soto en Telecomunicaciones, Fortaleza retira nombramiento del Secretario de Corrección a la judicatura",https://jayfonseca.com/senado-confirma-a-osvaldo-soto-en-telecomunicaciones-fortaleza-retira-nombramiento-del-secretario-de-correccion-a-la-judicatura/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-05,Yennifer Álvarez,Proyecto Dignidad: “La perspectiva de género es una ideología que no debe ser impuesta por el Estado”,https://jayfonseca.com/proyecto-dignidad-la-perspectiva-de-genero-es-una-ideologia-que-no-debe-ser-impuesta-por-el-estado/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-05,Jagual Media,"No va proyecto de Cor3 por 10 años, ASES y otros",https://jayfonseca.com/no-va-proyecto-de-cor3-por-10-anos-ases-y-otros/, El Vocero,https://www.elvocero.com/noticia_rotary/article_58c337ac-06cb-11eb-b978-9b61178ec3d1.htmlhttps://www.elvocero.com/noticia_rotary/article_58c337ac-06cb-11eb-b978-9b61178ec3d1.html
2020-10-05,Jagual Media,En peligro varios de los nombramientos de la Gobernadora,https://jayfonseca.com/en-peligro-varios-de-los-nombramientos-de-la-gobernadora/,El Nuevo DíaEl Vocero,https://www.elnuevodia.com/noticias/legislatura/notas/en-la-cuerda-floja-unos-12-nombramientos-sometidos-por-la-gobernadora/https://www.elvocero.com/noticia_rotary/article_58c337ac-06cb-11eb-b978-9b61178ec3d1.html
2020-10-05,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-50/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-02,Jagual Media,Ocho muertes más por COVID-19,https://jayfonseca.com/ocho-muertes-mas-por-covid-19/, El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/covid-19-en-puerto-rico-ocho-nuevas-muertes-327-casos-confirmados-y-340-probables/https://www.elnuevodia.com/noticias/locales/notas/covid-19-en-puerto-rico-ocho-nuevas-muertes-327-casos-confirmados-y-340-probables/
2020-10-02,Jagual Media,Alegan que compañía que suple gas natural podría estar violando la ley,https://jayfonseca.com/alegan-que-compania-que-suple-gas-natural-podria-estar-violando-la-ley/,Metro PR,https://www.metro.pr/pr/noticias/2020/10/02/compania-contrato-1500-millones-suplir-gas-natural-podria-estar-violentando-leyes-cabotaje.html
2020-10-02,Jagual Media,Para noviembre la vista de sentencia de Abel Nazario,https://jayfonseca.com/para-noviembre-la-vista-de-sentencia-de-abel-nazario/, El Vocero,https://www.elvocero.com/ley-y-orden/para-noviembre-vista-de-sentencia-de-abel-nazario/article_37ccd5a4-042c-11eb-a5a5-a7bdfe9e1ca3.htmlhttps://www.elvocero.com/ley-y-orden/para-noviembre-vista-de-sentencia-de-abel-nazario/article_37ccd5a4-042c-11eb-a5a5-a7bdfe9e1ca3.html
2020-10-02,Jagual Media,Disminuye la matrícula de estudiantes,https://jayfonseca.com/disminuye-la-matricula-de-estudiantes/, El Vocero,https://www.elvocero.com/noticia_rotary/article_c5d90fda-0453-11eb-83d5-03433bf22449.htmlhttps://www.elvocero.com/noticia_rotary/article_c5d90fda-0453-11eb-83d5-03433bf22449.html
2020-10-02,Jagual Media,Adelantada la pesquisa sobre la fallida compra de pruebas rápidas de coronavirus a APEX,https://jayfonseca.com/adelantada-la-pesquisa-sobre-la-fallida-compra-de-pruebas-rapidas-de-coronavirus-a-apex/, El Vocero,https://www.elvocero.com/noticia_rotary/article_63cca752-0453-11eb-8777-abe7a0e5dc59.htmlhttps://www.elvocero.com/noticia_rotary/article_63cca752-0453-11eb-8777-abe7a0e5dc59.html
2020-10-02,Jagual Media,Extienden orden ejecutiva,https://jayfonseca.com/extienden-orden-ejecutiva/, El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/wanda-vazquez-extiende-la-orden-ejecutiva-vigente-sobre-el-covid-19-por-dos-semanas-mas/https://www.elnuevodia.com/noticias/locales/notas/wanda-vazquez-extiende-la-orden-ejecutiva-vigente-sobre-el-covid-19-por-dos-semanas-mas/
2020-10-02,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-49/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-02,Jagual Media,Donald Trump da positivo a COVID-19,https://jayfonseca.com/donald-trump-da-positivo-a-covid-19/, El Nuevo Día,https://www.elnuevodia.com/noticias/estados-unidos/notas/donald-trump-confirma-que-dio-positivo-a-covid-19/https://www.elnuevodia.com/noticias/estados-unidos/notas/donald-trump-confirma-que-dio-positivo-a-covid-19/
2020-10-02,Jagual Media,Anaudi Hernández será sentenciado en enero,https://jayfonseca.com/anaudi-hernandez-sera-sentenciado-en-enero/,El Vocero, https://www.elvocero.com/ley-y-orden/anaudi-hern-ndez-ser-sentenciado-el-12-de-enero/article_26425e78-04c0-11eb-a21f-ef4b06f71218.html
2020-10-02,Jagual Media,Charlie Delgado Altieri dice que apoya el currículo de perspectiva de género pero sin sexualidad,https://jayfonseca.com/charlie-delgado-altieri-dice-que-apoya-el-curriculo-de-perspectiva-de-genero-pero-sin-sexualidad/,Noticel,https://www.noticel.com/ppd/politica/ahora/20201001/charlie-delgado-apoya-curriculo-con-perspectiva-de-genero-que-no-tenga-nada-que-ver-con-sexualidad/
2020-10-01,Jagual Media,"Con más vidas que un gato, Osvaldo Soto",https://jayfonseca.com/con-mas-vidas-que-un-gato-osvaldo-soto/, El Vocero,https://www.elvocero.com/gobierno/osvaldo-soto-es-nominado-al-negociado-de-telecomunicaciones/article_573a50b6-0368-11eb-a437-278acf647e3b.htmlhttps://www.elvocero.com/gobierno/osvaldo-soto-es-nominado-al-negociado-de-telecomunicaciones/article_573a50b6-0368-11eb-a437-278acf647e3b.html
2020-10-01,Jagual Media,Remueven profesor que no aceptó a alumna que se le fue la luz,https://jayfonseca.com/remueven-profesor-que-no-acepto-a-alumna-que-se-le-fue-la-luz/, Noticel,https://www.noticel.com/ahora/top-stories/20200930/profesor-senalado-por-no-aceptar-trabajo-de-alumna-que-se-quedo-sin-luz-fue-removido-de-sus-clases/
2020-10-01,Jagual Media,Incluyen a la Isla en programa de asistencia nutricional a estudiantes,https://jayfonseca.com/incluyen-a-la-isla-en-programa-de-asistencia-nutricional-a-estudiantes/,Metro PR,https://www.metro.pr/pr/noticias/2020/09/30/incluyen-puerto-rico-pandemic-ebt-da-mas-acceso-asistencia-nutricional-estudiantes.html
2020-10-01,Jagual Media,Buscan dar con el paradero de 59 menores desaparecidos bajo custodia del estado,https://jayfonseca.com/buscan-dar-con-el-paradero-de-59-menores-desaparecidos-bajo-custodia-del-estado/, El Vocero,https://www.elvocero.com/gobierno/exigen-respuestas-sobre-59-menores-desaparecidos-bajo-custodia-del-estado/article_fa6ce79a-0358-11eb-8611-8ff4adcb4e88.htmlhttps://www.elvocero.com/gobierno/exigen-respuestas-sobre-59-menores-desaparecidos-bajo-custodia-del-estado/article_fa6ce79a-0358-11eb-8611-8ff4adcb4e88.html
2020-10-01,Jagual Media,Reacciona Educación a despilfarro de fondos por error en pagos,https://jayfonseca.com/reacciona-educacion-a-despilfarro-de-fondos-por-error-en-pagos/, El Vocero,https://www.elvocero.com/gobierno/educaci-n-reacciona-a-error-millonario-en-pagos/article_bf6ad706-0367-11eb-9be4-0b04903f9f70.htmlhttps://www.elvocero.com/gobierno/educaci-n-reacciona-a-error-millonario-en-pagos/article_bf6ad706-0367-11eb-9be4-0b04903f9f70.html
2020-10-01,Jagual Media,"Total de casos de COVID-19 alcanza los más de 49,000, joven de 22 años muere a causa del virus",https://jayfonseca.com/total-de-casos-de-covid-19-alcanza-los-mas-de-49000-joven-de-22-anos-muere-a-causa-del-virus/, El Vocero,https://www.elvocero.com/noticia_rotary/article_619eb2e0-03cc-11eb-9f4c-877c846afa5d.htmlhttps://www.elvocero.com/noticia_rotary/article_619eb2e0-03cc-11eb-9f4c-877c846afa5d.html
2020-10-01,Jagual Media,Grupos de asesoría proponen extender orden ejecutiva actual,https://jayfonseca.com/grupos-de-asesoria-proponen-extender-orden-ejecutiva-actual/, El Vocero,https://www.elvocero.com/noticia_rotary/article_ec4de772-0353-11eb-9024-cb9d8432879e.htmlhttps://www.elvocero.com/noticia_rotary/article_ec4de772-0353-11eb-9024-cb9d8432879e.html
2020-10-01,Jagual Media,Carro en el que supuestamente secuestraron a Rosimar fue lavado,https://jayfonseca.com/carro-en-el-que-supuestamente-secuestraron-a-rosimar-fue-lavado/, El Nuevo Día,https://www.elnuevodia.com/noticias/seguridad/notas/el-carro-inspeccionado-en-el-caso-de-rosimar-rodriguez-gomez-habria-sido-lavado-por-dentro/https://www.elnuevodia.com/noticias/seguridad/notas/el-carro-inspeccionado-en-el-caso-de-rosimar-rodriguez-gomez-habria-sido-lavado-por-dentro/
2020-10-01,Jagual Media,Auditoría revela mal manejo de agua y alimentos por parte de FEMA tras el paso de María,https://jayfonseca.com/auditoria-revela-mal-manejo-de-agua-y-alimentos-por-parte-de-fema-tras-el-paso-de-maria/, El Nuevo Día,https://www.elnuevodia.com/noticias/gobierno/notas/el-inspector-general-de-estados-unidos-confirma-mal-manejo-de-fema-tras-el-huracan-maria/https://www.elnuevodia.com/noticias/gobierno/notas/el-inspector-general-de-estados-unidos-confirma-mal-manejo-de-fema-tras-el-huracan-maria/
2020-10-01,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-48/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-01,Jagual Media,FBI investigará a Urayoán Hernández,https://jayfonseca.com/fbi-investigara-a-urayoan-hernandez/,Primera HoraEl Vocero,https://www.primerahora.com/noticias/gobierno-politica/notas/bajo-la-lupa-otro-legislador-por-sueldos-exorbitantes-en-su-oficina/https://www.elvocero.com/noticia_rotary/article_859b56e2-037e-11eb-aa61-a7db03c47c7c.html
2020-10-01,Jagual Media,Refieren al FEI al Alcalde de Ceiba,https://jayfonseca.com/refieren-al-fei-al-alcalde-de-ceiba/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-01,Yennifer Álvarez,Wanda Vázquez se montará en el Air Force 1 para hacer campaña con Trump en Florida,https://jayfonseca.com/wanda-vazquez-se-montara-en-el-air-force-one-para-hacer-campana-con-trump-en-florida/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2020-10-01,Yennifer Álvarez,"Sin probar alegaciones de discoteca clandestina en VSJ, Salud multa por no tomar temperatura",https://jayfonseca.com/sin-probar-alegaciones-de-discoteca-clandestina-en-vsj-salud-multa-por-no-tomar-temperatura/,el vídeo que circuló en el portal “Tu Noticia PR”.,https://www.tunoticiapr.com/noticias-policiacas/2128004893--Video:-Investigaban-una-querella-de-menor-desaparecido-y-encontraron-una-discoteca-de-menores-clandestina-en-el-Viejo-San-Juan-
2020-10-01,Jagual Media,JGo podría revalidar como Comisionada Residente en Washington,https://jayfonseca.com/jgo-podria-revalidar-como-comisionada-residente-en-washington/, El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/amplia-delantera-de-jenniffer-gonzalez-en-la-carrera-por-la-silla-en-washington/https://www.elnuevodia.com/noticias/politica/notas/amplia-delantera-de-jenniffer-gonzalez-en-la-carrera-por-la-silla-en-washington/
2020-09-30,Jagual Media,Representante PNP le da jugoso salario a empleada por asesoría de imagen y contrata a su compadre a $70 la hora,https://jayfonseca.com/representante-pnp-le-da-jugoso-salario-a-empleada-por-asesoria-de-imagen-y-contrata-a-su-compadre-a-70-la-hora/, Telemundo PR,https://www.telemundopr.com/programas/jay-y-sus-rayos-x/jay-y-sus-rayos-x-investiga-irregularidades-en-la-oficina-del-representante-urayoan-hernandez/2133291/?fbclid=IwAR2ib86wPrE4MvgrwXVGZFNl-taBh4W2XJd0Pl5j4Srfy71DrG5WWjBKp4khttps://www.telemundopr.com/programas/jay-y-sus-rayos-x/jay-y-sus-rayos-x-investiga-irregularidades-en-la-oficina-del-representante-urayoan-hernandez/2133291/?fbclid=IwAR2ib86wPrE4MvgrwXVGZFNl-taBh4W2XJd0Pl5j4Srfy71DrG5WWjBKp4k
2020-09-30,Jagual Media,Mercados familiares serán por servicarro,https://jayfonseca.com/mercados-familiares-seran-por-servicarro/,Metro PR,https://www.metro.pr/pr/noticias/2020/09/28/mercados-familiares-reiniciaran-en-modo-servicarro.html
2020-09-30,Jagual Media,Desastroso primer debate presidencial,https://jayfonseca.com/desastroso-primer-debate-presidencial/, El Nuevo Día,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/caotico-primer-debate-presidencial-entre-joe-biden-y-donald-trump/https://www.elnuevodia.com/corresponsalias/washington-dc/notas/caotico-primer-debate-presidencial-entre-joe-biden-y-donald-trump/
2020-09-30,Jagual Media,Se queda en el limbo aumento de luz que pidió el gobierno,https://jayfonseca.com/se-queda-en-el-limbo-aumento-de-luz-que-pidio-el-gobierno/, Primera Hora,https://www.primerahora.com/noticias/puerto-rico/notas/no-va-el-aumento-a-la-factura-de-la-luz/https://www.primerahora.com/noticias/puerto-rico/notas/no-va-el-aumento-a-la-factura-de-la-luz/
2020-09-30,Jagual Media,¿Cuáles son las implicaciones de una declaración de estado de emergencia por violencia de género?,https://jayfonseca.com/cuales-son-las-implicaciones-de-una-declaracion-de-estado-de-emergencia-por-violencia-de-genero/,El Nuevo DíaMetro PR,https://www.elnuevodia.com/noticias/locales/notas/que-implica-la-declaracion-de-un-estado-de-emergencia-por-la-violencia-de-genero/https://www.metro.pr/pr/noticias/2020/09/29/policia-ha-atendido-mas-de-4-mil-querellas-por-violencia-domestica-este-ano.html
2020-09-30,Jagual Media,Disney despide miles de empleados por la pandemia,https://jayfonseca.com/disney-despide-miles-de-empleados-por-la-pandemia/, Primera Hora,https://www.primerahora.com/noticias/estados-unidos/notas/disney-despedira-a-28000-empleados-de-sus-parques-en-california-y-florida-por-el-coronavirus/https://www.primerahora.com/noticias/estados-unidos/notas/disney-despedira-a-28000-empleados-de-sus-parques-en-california-y-florida-por-el-coronavirus/
2020-09-30,Jagual Media,Reportan siete muertes por COVID-19,https://jayfonseca.com/reportan-siete-muertes-por-covid-19/, El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/salud-reporta-siete-nuevas-muertes-por-covid-19-y-el-total-se-eleva-a-661/https://www.elnuevodia.com/noticias/locales/notas/salud-reporta-siete-nuevas-muertes-por-covid-19-y-el-total-se-eleva-a-661/
2020-09-30,Jagual Media,Investigarán posible incumplimiento de la Policía con protocolo de secuestro en caso de Rosimar,https://jayfonseca.com/investigaran-posible-incumplimiento-de-la-policia-con-protocolo-de-secuestro-en-caso-de-rosimar/, Primera Hora,https://www.primerahora.com/noticias/policia-tribunales/notas/escalera-ordena-pesquisa-para-ver-si-cumplieron-con-protocolo-de-secuestro-en-caso-de-rosimar-rodriguez/https://www.primerahora.com/noticias/policia-tribunales/notas/escalera-ordena-pesquisa-para-ver-si-cumplieron-con-protocolo-de-secuestro-en-caso-de-rosimar-rodriguez/
2020-09-30,Yennifer Álvarez,Educación gasta $84 millones en pagos a empleados que ya no trabajan en la agencia y hasta fallecidos,https://jayfonseca.com/educacion-gasta-84-millones-en-pagos-a-empleados-que-ya-no-trabajan-en-la-agencia-y-hasta-fallecidos/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
